Produto,Unidade,UF,Ano,Jan,Fev,Mar,Abr,Mai,Jun,Jul,Ago,Set,Out,Nov,Dez,Grupo,Subgrupo
URÉIA,T,RR,2022,"5.464,20","6.000,00","6.000,00","7.162,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",Fertilizante,Químico
URÉIA,T,PR,2022,"5.032,56","4.638,33","6.048,46","6.103,12","5.305,01","5.267,73","4.976,38","4.813,40","5.308,99","5.200,00","4.638,00","4.545,12",Fertilizante,Químico
URÉIA,T,PI,2022,"3.647,98","5.087,41","4.608,00","5.000,00","5.000,00","4.200,00","4.200,00","4.800,00","5.000,00","5.000,00","3.977,00","3.750,00",Fertilizante,Químico
URÉIA,T,MT,2022,"6.055,67","4.343,33","5.128,89","5.453,33","5.890,00","5.513,33","4.835,67","4.796,67","4.548,33","4.463,33","4.272,33","4.245,67",Fertilizante,Químico
URÉIA,T,MS,2022,"5.450,00","5.114,00","6.150,00","6.150,00","6.400,00","6.000,00","5.350,00","4.600,00","0,00","0,00","0,00","0,00",Fertilizante,Químico
URÉIA,T,MG,2022,"5.448,45","5.448,45","6.250,00","6.250,00","5.685,00","4.985,00","6.000,00","6.100,00","6.100,00","5.900,00","5.100,00","4.950,00",Fertilizante,Químico
URÉIA,T,MA,2022,"4.800,00","5.103,06","5.308,49","5.308,49","5.308,49","4.286,82","4.113,10","4.065,36","4.227,97","4.227,97","4.308,30","4.390,15",Fertilizante,Químico
URÉIA,T,GO,2022,"6.000,00","6.000,00","6.000,00","5.760,00","6.000,00","6.000,00","6.200,00","6.200,00","6.500,00","6.500,00","6.500,00","6.400,00",Fertilizante,Químico
URÉIA,T,ES,2022,"0,00","0,00","6.186,67","0,00","0,00","0,00","0,00","0,00","0,00","0,00","4.854,00","4.854,00",Fertilizante,Químico
URÉIA,T,DF,2022,"6.000,00","6.000,00","6.000,00","6.600,00","6.400,00","6.400,00","6.400,00","6.400,00","6.400,00","6.400,00","6.400,00","6.665,00",Fertilizante,Químico
URÉIA,T,BA,2022,"0,00","6.200,00","6.059,12","5.500,00","6.545,00","7.400,00","7.400,00","4.700,00","4.750,00","4.760,00","5.802,50","4.760,00",Fertilizante,Químico
URÉIA,KG,RS,2022,"0,00","0,00","0,00","0,00","0,00","0,00","6,00","0,00","4,96","0,00","0,00","0,00",Fertilizante,Químico
URÉIA,KG,BA,2022,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","4,40","0,00","0,00","0,00",Fertilizante,Químico
URÉIA,"25,00 KG",RO,2022,"0,00","0,00","187,50","187,50","0,00","0,00","0,00","0,00","0,00","0,00","169,17","169,17",Fertilizante,Químico
URÉIA,"50,00 KG",AL,2023,"210,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","150,00","0,00","0,00","0,00",Fertilizante,Químico
URÉIA,UN,SC,2023,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","141,50","0,00","0,00","0,00",Fertilizante,Químico
URÉIA,UN,BA,2023,"0,00","0,00","350,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","210,80","0,00",Fertilizante,Químico
URÉIA,"25,00 KG",RO,2023,"0,00","0,00","180,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","120,33","120,33",Fertilizante,Químico
URÉIA 45,T,RS,2023,"3.400,00","3.400,00","2.480,00","2.300,00","2.250,00","2.100,00","2.745,00","2.668,82","2.670,88","2.655,07","2.555,57","2.350,00",Fertilizante,Químico
URÉIA 45,T,MT,2023,"4.735,00","3.680,00","3.620,00","3.585,00","2.875,00","2.843,00","2.786,00","2.812,00","2.870,00","2.991,00","3.020,00","2.959,00",Fertilizante,Químico
URÉIA 45,KG,PA,2023,"0,00","0,00","5,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",Fertilizante,Químico
URÉIA 45,KG,PR,2023,"0,00","0,00","3,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","2,79","0,00",Fertilizante,Químico
URÉIA 45,T,MG,2023,"6.400,00","6.415,00","2.500,00","2.600,00","2.600,00","3.787,00","3.790,00","3.500,00","3.450,00","3.450,00","3.200,00","3.250,00",Fertilizante,Químico
URÉIA 45,"50,00 KG",RS,2023,"0,00","0,00","116,00","0,00","0,00","0,00","0,00","0,00","126,86","0,00","0,00","0,00",Fertilizante,Químico
URÉIA 45,"50,00 KG",BA,2023,"0,00","0,00","160,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",Fertilizante,Químico
URÉIA 45,T,SC,2023,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","2.826,27","0,00","0,00","0,00",Fertilizante,Químico
"URÉIA 45, PLUS",KG,PA,2023,"0,00","0,00","5,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",Fertilizante,Químico
"URÉIA 45, PLUS","50,00 KG",SC,2023,"0,00","0,00","133,00","0,00","0,00","0,00","0,00","0,00","134,00","0,00","0,00","0,00",Fertilizante,Químico
"URÉIA 45, PLUS",T,RS,2023,"0,00","0,00","2.492,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","2.467,44","0,00",Fertilizante,Químico
"URÉIA 45, PLUS",T,RS,2021,"2.236,50","2.236,50","2.805,33","2.800,50","2.800,50","3.075,00","3.293,00","3.629,00","3.928,00","5.500,00","5.198,13","5.480,00",Fertilizante,Químico
"URÉIA 45, PLUS",KG,PA,2021,"0,00","0,00","2,80","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",Fertilizante,Químico
"URÉIA 45, PLUS","50,00 KG",SC,2021,"0,00","0,00","131,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",Fertilizante,Químico
VIÇA CAFÉ,"5,00 KG",MG,2021,"0,00","0,00","105,68","0,00","0,00","0,00","0,00","0,00","0,00","0,00","120,00","0,00",Fertilizante,Químico
VIÇA CAFÉ,KG,MG,2021,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","24,00","0,00",Fertilizante,Químico
VIÇA CAFÉ SAIS    COBRE - ADUBO FOLIAR,L,SP,2021,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","10,60","0,00",Fertilizante,Químico
YOGEN,KG,MG,2021,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","12,12","0,00",Fertilizante,Químico
ZINCO,KG,PB,2021,"0,00","0,00","5,32","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",Fertilizante,Químico
URÉIA 45,T,MG,2022,"6.000,00","6.000,00","7.200,00","5.800,00","6.000,00","6.000,00","6.000,00","6.000,00","6.500,00","6.500,00","6.500,00","6.400,00",Fertilizante,Químico
URÉIA 45,"50,00 KG",RS,2022,"0,00","0,00","265,10","0,00","0,00","0,00","0,00","0,00","215,00","0,00","0,00","0,00",Fertilizante,Químico
URÉIA 45,T,MT,2022,"6.000,00","3.600,00","3.600,00","4.700,00","5.860,00","5.450,00","4.985,00","4.965,00","4.685,00","4.595,00","4.680,00","4.670,00",Fertilizante,Químico
URÉIA 45,T,RS,2022,"5.350,00","3.950,00","6.074,00","6.000,00","4.188,00","4.188,00","4.600,00","4.200,00","4.300,00","4.300,00","4.200,00","3.400,00",Fertilizante,Químico
URÉIA 45,T,SC,2022,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","4.590,00","0,00","0,00","0,00",Fertilizante,Químico
URÉIA 45,"50,00 KG",BA,2022,"0,00","0,00","150,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",Fertilizante,Químico
URÉIA 45,KG,PB,2022,"0,00","0,00","7,20","7,20","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",Fertilizante,Químico
URÉIA 45,KG,PR,2022,"0,00","0,00","5,60","0,00","0,00","0,00","0,00","0,00","0,00","0,00","4,00","0,00",Fertilizante,Químico
"URÉIA 45, PLUS","50,00 KG",SC,2022,"0,00","0,00","250,00","0,00","0,00","0,00","0,00","0,00","215,00","0,00","0,00","0,00",Fertilizante,Químico
"URÉIA 45, PLUS",T,RS,2022,"0,00","0,00","5.280,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","4.011,00","0,00",Fertilizante,Químico
"URÉIA 45, PLUS",KG,PA,2022,"0,00","0,00","6,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",Fertilizante,Químico
VIÇA CAFÉ,"5,00 KG",MG,2022,"0,00","0,00","155,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",Fertilizante,Químico
VIÇA CAFÉ,KG,MG,2022,"0,00","0,00","32,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",Fertilizante,Químico
VIÇA CAFÉ SAIS    COBRE - ADUBO FOLIAR,KG,MG,2022,"0,00","0,00","0,00","0,00","0,00","50,00","0,00","0,00","0,00","0,00","0,00","0,00",Fertilizante,Químico
VIÇA CAFÉ SAIS    COBRE - ADUBO FOLIAR,L,SP,2022,"0,00","0,00","27,33","0,00","0,00","0,00","0,00","0,00","0,00","0,00","120,00","0,00",Fertilizante,Químico
VIÇA CAFÉ SAIS    COBRE - ADUBO FOLIAR,L,SP,2023,"0,00","0,00","150,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","23,29","0,00",Fertilizante,Químico
YOORIN MASTER (TERMOFOSFATO),"40,00 KG",RS,2023,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","149,90","0,00","0,00","0,00","0,00",Fertilizante,Químico
YOORIN MASTER (TERMOFOSFATO),T,SP,2023,"0,00","0,00","3.900,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","2.877,78","2.845,34",Fertilizante,Químico
"ZINCO, 10%",L,BA,2023,"0,00","0,00","0,00","0,00","0,00","0,00","49,00","0,00","0,00","0,00","0,00","0,00",Fertilizante,Químico
YOGEN,KG,MG,2022,"0,00","0,00","0,00","0,00","15,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",Fertilizante,Químico
YOORIN MASTER (TERMOFOSFATO),T,SP,2022,"0,00","0,00","0,00","0,00","0,00","0,00","3.900,00","0,00","0,00","0,00","0,00","0,00",Fertilizante,Químico
ZINCO,KG,PB,2022,"0,00","0,00","17,90","17,90","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",Fertilizante,Químico
PLATAFORMA,UN,PR,2020,"0,00","0,00","50.000,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",Implemento,Colheitadeira
"PLATAFORMA, 13 PÉS",UN,MS,2020,"700.000,00","700.000,00","700.000,00","700.000,00","700.000,00","700.000,00","700.000,00","700.000,00","700.000,00","700.000,00","700.000,00","700.000,00",Implemento,Colheitadeira
PLATAFORMA,UN,PR,2021,"0,00","0,00","105.000,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",Implemento,Colheitadeira
"PLATAFORMA, 13 PÉS",UN,MS,2021,"700.000,00","700.000,00","700.000,00","700.000,00","700.000,00","700.000,00","700.000,00","700.000,00","700.000,00","1.000.000,00","1.000.000,00","1.000.000,00",Implemento,Colheitadeira
PLATAFORMA,UN,PR,2022,"0,00","0,00","135.000,00","0,00","0,00","0,00","0,00","0,00","151.000,00","0,00","151.000,00","0,00",Implemento,Colheitadeira
"PLATAFORMA, 13 PÉS",UN,MS,2022,"1.400.000,00","1.400.000,00","1.600.000,00","1.600.000,00","1.600.000,00","1.600.000,00","1.600.000,00","1.600.000,00","0,00","0,00","0,00","0,00",Implemento,Colheitadeira
PLATAFORMA,UN,PR,2023,"0,00","0,00","151.000,00","0,00","0,00","0,00","0,00","0,00","151.000,00","0,00","150.000,00","0,00",Implemento,Colheitadeira
PLATAFORMA,UN,PR,2024,"0,00","0,00","150.000,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",Implemento,Colheitadeira
ENXADA,UN,PB,2020,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","27,00","27,00","0,00","0,00","0,00",Implemento,Manual
ENXADA,UN,CE,2020,"0,00","0,00","25,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",Implemento,Manual
ENXADA,UN,BA,2020,"0,00","0,00","25,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",Implemento,Manual
FOICE,UN,PB,2020,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","25,00","25,00","0,00","0,00","0,00",Implemento,Manual
FOICE,UN,PI,2020,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","100,00","0,00","0,00","0,00","0,00",Implemento,Manual
FOICE,UN,RS,2020,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","27,00","0,00","0,00","0,00","0,00",Implemento,Manual
FOICE,UN,CE,2020,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","25,00","0,00","0,00","0,00","0,00",Implemento,Manual
FOICE,UN,MG,2020,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","25,00","0,00","0,00","0,00","0,00",Implemento,Manual
FOICE,UN,MT,2020,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","32,00","0,00","0,00","0,00","0,00",Implemento,Manual
FOICE,UN,AM,2020,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","25,00","0,00","0,00","0,00","0,00",Implemento,Manual
FOICE,UN,AP,2020,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","29,90","0,00","0,00","0,00","0,00",Implemento,Manual
PANO/COLHEITA,UN,BA,2020,"0,00","0,00","20,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","18,00","0,00",Implemento,Manual
PANO/COLHEITA,M²,PR,2020,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","3,00","0,00","0,00","0,00","0,00",Implemento,Manual
PANO/COLHEITA,UN,RO,2020,"0,00","0,00","69,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","67,00","0,00",Implemento,Manual
PULVERIZADOR COSTAL,UN,PA,2020,"0,00","0,00","430,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",Implemento,Manual
ENXADA,UN,PB,2021,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","25,00","0,00","0,00","0,00","0,00",Implemento,Manual
ENXADA,UN,BA,2021,"0,00","0,00","38,90","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",Implemento,Manual
ENXADA,UN,CE,2021,"0,00","0,00","40,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",Implemento,Manual
FOICE,UN,AP,2021,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","29,00","0,00","0,00","0,00","0,00",Implemento,Manual
FOICE,UN,MG,2021,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","25,00","0,00","0,00","0,00","0,00",Implemento,Manual
FOICE,UN,MT,2021,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","31,95","0,00","0,00","0,00","0,00",Implemento,Manual
FOICE,UN,PB,2021,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","28,80","0,00","0,00","0,00","0,00",Implemento,Manual
FOICE,UN,PI,2021,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","110,00","0,00","0,00","0,00","0,00",Implemento,Manual
FOICE,UN,RS,2021,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","35,00","0,00","0,00","0,00","0,00",Implemento,Manual
FOICE,UN,AM,2021,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","25,00","0,00","0,00","0,00","0,00",Implemento,Manual
FOICE,UN,CE,2021,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","33,00","33,00","0,00","0,00","0,00",Implemento,Manual
PANO/COLHEITA,UN,RO,2021,"0,00","0,00","67,33","0,00","0,00","0,00","0,00","0,00","0,00","0,00","80,00","0,00",Implemento,Manual
PANO/COLHEITA,M²,PR,2021,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","3,11","0,00","0,00","0,00","0,00",Implemento,Manual
PANO/COLHEITA,UN,BA,2021,"0,00","0,00","20,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","40,00","0,00",Implemento,Manual
PULVERIZADOR COSTAL,UN,PA,2021,"0,00","0,00","410,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",Implemento,Manual
ENXADA,UN,PB,2022,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","23,24","0,00","0,00","0,00","0,00",Implemento,Manual
ENXADA,UN,CE,2022,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","55,00","0,00","0,00","0,00",Implemento,Manual
ENXADA,UN,BA,2022,"0,00","0,00","42,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",Implemento,Manual
FOICE,UN,MA,2022,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","50,00","0,00",Implemento,Manual
FOICE,UN,MG,2022,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","74,00","0,00","0,00","0,00","0,00",Implemento,Manual
FOICE,UN,MT,2022,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","40,00","0,00","0,00","0,00","0,00",Implemento,Manual
FOICE,UN,PB,2022,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","29,28","0,00","0,00","35,00","0,00",Implemento,Manual
FOICE,UN,PI,2022,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","110,00","0,00","0,00","0,00","0,00",Implemento,Manual
FOICE,UN,RS,2022,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","37,00","0,00","0,00","0,00","0,00",Implemento,Manual
FOICE,UN,AM,2022,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","25,00","0,00","0,00","0,00","0,00",Implemento,Manual
FOICE,UN,AP,2022,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","36,00","36,00","0,00","0,00","0,00",Implemento,Manual
FOICE,UN,CE,2022,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","35,00","0,00","0,00","0,00","0,00",Implemento,Manual
FOICE,UN,AC,2022,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","70,00",Implemento,Manual
PANO/COLHEITA,UN,RO,2022,"0,00","0,00","102,00","102,00","0,00","0,00","0,00","0,00","0,00","0,00","125,00","125,00",Implemento,Manual
PANO/COLHEITA,UN,BA,2022,"0,00","0,00","40,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","41,00","0,00",Implemento,Manual
ENXADA,UN,PB,2023,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","40,00","0,00","0,00","0,00","0,00",Implemento,Manual
ENXADA,UN,BA,2023,"0,00","0,00","50,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",Implemento,Manual
ENXADA,UN,CE,2023,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","40,00","40,00","0,00","0,00",Implemento,Manual
FOICE,UN,AP,2023,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","35,00","35,00","0,00","0,00","0,00",Implemento,Manual
FOICE,UN,CE,2023,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","39,70","60,00","0,00","0,00","0,00",Implemento,Manual
FOICE,UN,MA,2023,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","80,00","0,00","0,00","0,00","0,00",Implemento,Manual
FOICE,UN,MG,2023,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","80,00","0,00","0,00","0,00","0,00",Implemento,Manual
FOICE,UN,MT,2023,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","43,90","0,00","0,00","0,00","0,00",Implemento,Manual
FOICE,UN,PB,2023,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","36,00","36,00","0,00","0,00","0,00",Implemento,Manual
FOICE,UN,RS,2023,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","43,90","0,00","0,00","0,00","0,00",Implemento,Manual
FOICE,UN,AC,2023,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","75,00","0,00","0,00","0,00","0,00",Implemento,Manual
FOICE,UN,AM,2023,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","35,00","0,00","0,00","0,00","0,00",Implemento,Manual
PANO/COLHEITA,M²,PR,2023,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","5,88","0,00","0,00","0,00","0,00",Implemento,Manual
PANO/COLHEITA,UN,BA,2023,"0,00","0,00","41,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","43,00","0,00",Implemento,Manual
PANO/COLHEITA,UN,RO,2023,"0,00","0,00","110,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","108,33","108,33",Implemento,Manual
ENXADA,UN,PB,2024,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","40,00","40,00","0,00","0,00","0,00",Implemento,Manual
ENXADA,UN,BA,2024,"0,00","0,00","55,90","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",Implemento,Manual
ENXADÃO,UN,BA,2024,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","78,00","0,00","0,00","0,00","0,00",Implemento,Manual
FOICE,UN,CE,2024,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","60,00","60,00","0,00","0,00","0,00",Implemento,Manual
FOICE,UN,MA,2024,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","60,00","0,00","0,00","0,00","0,00",Implemento,Manual
FOICE,UN,MT,2024,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","42,15","0,00","0,00","0,00","0,00",Implemento,Manual
FOICE,UN,AC,2024,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","80,00","0,00","0,00","0,00","0,00",Implemento,Manual
FOICE,UN,RS,2024,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","52,00","0,00","0,00","0,00","0,00",Implemento,Manual
FOICE,UN,PB,2024,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","44,95","44,95","0,00","0,00","0,00",Implemento,Manual
FOICE,UN,AM,2024,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","27,50","27,50","0,00","0,00","0,00",Implemento,Manual
FOICE,UN,AP,2024,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","36,00","36,00","0,00","0,00","0,00",Implemento,Manual
PANO/COLHEITA,UN,RO,2024,"0,00","0,00","122,50","0,00","0,00","0,00","0,00","0,00","0,00","102,50","0,00","0,00",Implemento,Manual
PANO/COLHEITA,UN,BA,2024,"0,00","0,00","43,00","0,00","0,00","0,00","0,00","0,00","0,00","44,00","0,00","0,00",Implemento,Manual
"PULVERIZADOR COSTAL, 20 LITROS, COSTAL",UN,BA,2024,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","440,00","0,00","0,00","0,00",Implemento,Manual
"PULVERIZADOR COSTAL, 20 LITROS, COSTAL",UN,GO,2024,"0,00","0,00","380,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",Implemento,Manual
"PULVERIZADOR COSTAL, 20 LITROS, COSTAL",UN,BA,2020,"0,00","0,00","310,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",Implemento,Manual
"PULVERIZADOR COSTAL, 20 LITROS, COSTAL",UN,MG,2020,"0,00","0,00","220,51","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",Implemento,Manual
"PULVERIZADOR COSTAL, 20 LITROS, COSTAL",UN,PR,2020,"0,00","0,00","278,00","278,00","0,00","0,00","0,00","0,00","0,00","0,00","269,00","0,00",Implemento,Manual
"PULVERIZADOR COSTAL, 20 LITROS, COSTAL",UN,RO,2020,"0,00","0,00","329,33","0,00","0,00","0,00","0,00","0,00","0,00","0,00","352,00","0,00",Implemento,Manual
"PULVERIZADOR COSTAL, 20 LITROS, COSTAL",UN,RS,2020,"0,00","0,00","250,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",Implemento,Manual
"PULVERIZADOR COSTAL, 20 LITROS, COSTAL",UN,SP,2020,"0,00","0,00","279,70","279,70","0,00","0,00","0,00","0,00","0,00","0,00","304,88","0,00",Implemento,Manual
"PULVERIZADOR COSTAL MOTORIZADO, YAMAHO, CDX GT107X, 1",UN,SC,2020,"0,00","0,00","2.400,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",Implemento,Manual
"PULVERIZADOR COSTAL, 20 LITROS, COSTAL",UN,BA,2021,"0,00","0,00","330,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",Implemento,Manual
"PULVERIZADOR COSTAL, 20 LITROS, COSTAL",UN,GO,2021,"0,00","0,00","295,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",Implemento,Manual
"PULVERIZADOR COSTAL, 20 LITROS, COSTAL",UN,MG,2021,"0,00","0,00","450,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",Implemento,Manual
"PULVERIZADOR COSTAL, 20 LITROS, COSTAL",UN,PR,2021,"0,00","0,00","377,50","0,00","0,00","0,00","0,00","0,00","0,00","0,00","410,00","0,00",Implemento,Manual
"PULVERIZADOR COSTAL, 20 LITROS, COSTAL",UN,RO,2021,"0,00","0,00","341,67","0,00","0,00","0,00","0,00","0,00","0,00","0,00","370,00","0,00",Implemento,Manual
"PULVERIZADOR COSTAL, 20 LITROS, COSTAL",UN,RS,2021,"0,00","0,00","250,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",Implemento,Manual
"PULVERIZADOR COSTAL, 20 LITROS, COSTAL",UN,SC,2021,"0,00","0,00","320,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",Implemento,Manual
"PULVERIZADOR COSTAL, 20 LITROS, COSTAL",UN,SP,2021,"0,00","0,00","279,70","0,00","0,00","0,00","0,00","0,00","0,00","0,00","345,00","0,00",Implemento,Manual
"PULVERIZADOR COSTAL MOTORIZADO, YAMAHO, CDX GT107X, 1",UN,SC,2021,"0,00","0,00","2.750,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",Implemento,Manual
ROÇADEIRA MANUAL,UN,AM,2021,"0,00","0,00","2.779,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",Implemento,Manual
PANO/COLHEITA,M²,PR,2022,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","4,20","0,00","0,00","0,00","0,00",Implemento,Manual
PULVERIZADOR COSTAL,UN,PA,2022,"0,00","0,00","435,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",Implemento,Manual
"PULVERIZADOR COSTAL, 20 LITROS, COSTAL",UN,BA,2022,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","400,00","0,00","0,00","0,00",Implemento,Manual
"PULVERIZADOR COSTAL, 20 LITROS, COSTAL",UN,GO,2022,"0,00","0,00","379,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",Implemento,Manual
"PULVERIZADOR COSTAL, 20 LITROS, COSTAL",UN,MG,2022,"0,00","0,00","410,00","0,00","0,00","0,00","0,00","0,00","380,00","0,00","0,00","0,00",Implemento,Manual
"PULVERIZADOR COSTAL, 20 LITROS, COSTAL",UN,PR,2022,"0,00","0,00","380,00","0,00","0,00","0,00","0,00","0,00","400,00","0,00","355,00","0,00",Implemento,Manual
"PULVERIZADOR COSTAL, 20 LITROS, COSTAL",UN,RO,2022,"0,00","0,00","380,00","380,00","0,00","0,00","0,00","0,00","0,00","0,00","420,00","420,00",Implemento,Manual
"PULVERIZADOR COSTAL, 20 LITROS, COSTAL",UN,RS,2022,"0,00","0,00","290,00","0,00","0,00","0,00","0,00","0,00","350,00","0,00","0,00","0,00",Implemento,Manual
